term,translation,category,status,confidence,source,chapterRefs,reviewer,reviewedAt,locked,notes
Capitol Hill,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Kauffman Foundation,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Alan Donegan,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
The Kauffman Foundation,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
College Entrepreneur,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Franchise Entrepreneur,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Immigrant Entrepreneur,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Minority Entrepreneur,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Sixto Cancel,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Startup Ideas Feature Box,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Visit the SBA,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Global Entrepreneurship,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
YouTube Video,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
Entrepreneurial Journey As,,other,candidate,medium,auto_extraction,chapter-2,,,false,Extracted via terminology_analysis_candidate
anchoring strategies,chiến lược neo (đạo đức),other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
antitrust laws,luật chống độc quyền,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
conflict of interest,xung đột lợi ích,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
environmental entrepreneurship,khởi nghiệp môi trường,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
fairness,sự công bằng,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
ethical standards,chuẩn mực đạo đức,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
american micro devices,American Micro Devices,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
arrington,Arrington,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
bayh-dole act,Bayh-Dole Act,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
business for social responsibility,Business for Social Responsibility,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
business roundtable,Business Roundtable,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
clayton act,Clayton Act,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
code of ethics,bộ quy tắc đạo đức,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
competition laws,luật cạnh tranh,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
continental edison company,Continental Edison Company,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
da silva,da Silva,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
deontology,đạo đức học nghĩa vụ,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
dodge,Dodge,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
dodge motor company,Dodge Motor Company,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
duty-based ethics,đạo đức dựa trên bổn phận,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
eli lilly,Eli Lilly,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
equifax,Equifax,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
federal trade commission act,Federal Trade Commission Act,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
ford motor company,Ford Motor Company,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
fryman,Fryman,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
hippocrates,Hippocrates,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
hippocratic oath,Hippocratic Oath,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
intel corporation,Intel Corporation,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
kaizen,Kaizen,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
kantian,Kantian,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
lula,Lula,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
moral compass,moral compass,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
morals,morals,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
normative ethical theories,normative ethical theories,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
petrobras,Petrobras,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
protestant work ethic,Protestant work ethic,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
rousseff,Rousseff,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
samsung electronics,Samsung Electronics,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
shareholder primacy,shareholder primacy,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
sherman act,Sherman Act,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
shkreli,Shkreli,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
stumpf,Stumpf,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
tesla electric light,Tesla Electric Light,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
turing pharmaceuticals,Turing Pharmaceuticals,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
utilitarian ethics,Utilitarian ethics,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
utilitarianism,utilitarianism,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
vicarious liability,vicarious liability,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
virtue ethics,virtue ethics,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
volkswagen,Volkswagen,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
wells fargo,Wells Fargo,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
winterkorn,Winterkorn,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
world’s most ethical companies,World’s Most Ethical Companies,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_known
Ethical and Legal Issues in Entrepreneurship,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
You Value,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
On September,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Martin Shkreli,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Nikola Tesla,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
In the US,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
US Department of Justice,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Corporate Social Responsibility and Social,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Entrepreneurship Learning Objectives By,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Corporate Social Responsibility,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
The NBBC,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Sarbanes-Oxley Act,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
British Petroleum,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
TOMS Shoes,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Dow Jones,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Own Words,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Better Tomorrow,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Blake Mycoskie,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
The TOMS Story,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Grameen Bank,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Interest Profiler,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
The Interest Profiler,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Identifying Your Values,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Rise Products,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Developing a Workplace Culture of Ethical,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Society for Human Resource Management,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Walt Disney,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Kerrie Laird,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Project Shakti,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Hindustan Lever,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Wall Street Journal,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Sherron Watkins,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
The Sarbanes-Oxley Act,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Workers Party,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Operation Car Wash,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Galaxy Note,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Kathy Fryman,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Car Wash,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
People Inside,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
Resource Management,,other,candidate,medium,auto_extraction,chapter-3,,,false,Extracted via terminology_analysis_candidate
diffusion chasm,khoảng cách khuếch tán,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
incremental innovation,đổi mới gia tăng,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
iterative development,phát triển lặp,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
lateral thinking,tư duy phi tuyến,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
linear thinking,tư duy tuyến tính,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
open innovation,đổi mới mở,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
pioneering innovation,đổi mới tiên phong,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
scientific method,phương pháp khoa học,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_known
Six Thinking Hats,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Red Hat,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Black Hat,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Green Hat,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
The Six Thinking Hats,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Blue Hat,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Nohbo Drops,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Assembly Line,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Venetian Arsenal,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
The Venetian Arsenal,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Everett Rogers,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Shave Club,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Safety Razor,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Creative Commons,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Developing Ideas,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
The Creative Process,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
The Five Stages of Creativity,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
When I,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
For Kawasaki,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Developing an Invention The,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Merit Morikawa,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Tools for Creativity and Innovation,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
How They Differ,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
Ideation Method,,other,candidate,medium,auto_extraction,chapter-4,,,false,Extracted via terminology_analysis_candidate
opportunity screening,sàng lọc cơ hội,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_known
shared economy,nền kinh tế chia sẻ,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_known
According to Schumpeter,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Federal Express,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Researching Potential Business Opportunities,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Common Sources of Research Data,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
US Census,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Small Business Development Center,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Business Administration,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Claritas Research,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Sweet Beginnings,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
North Lawndale,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Palms Barber,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Bee Love,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Veterans Community Project,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Competitive Analysis A,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
A SWOT,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Fundamentals of Resource Planning,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
A PEST,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Travis and Katelyn,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Chris Johnson,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Rapid Brands,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Rapid Ramen Cooker,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
Economic Indicators,,other,candidate,medium,auto_extraction,chapter-5,,,false,Extracted via terminology_analysis_candidate
adaptive model,mô hình thích ứng,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
decisiveness,tính quyết đoán,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
entrepreneurial problem solving,giải quyết vấn đề khởi nghiệp,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
hackathon,hackathon,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
innovative model,mô hình đổi mới,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
internal environment,môi trường bên trong,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
need awareness,nhận thức nhu cầu,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
petitioner problem solvers,người tìm kiếm giải pháp từ người khác,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
self-regulating problem solvers,người giải quyết vấn đề tự chủ,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
storyboarding,xây dựng bảng phân cảnh,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
team creativity,sáng tạo nhóm,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
theorist problem solvers,người giải quyết vấn đề theo lý thuyết,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
whiteboarding,phác thảo trên bảng trắng,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_known
Problem Solving to Find Entrepreneurial,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Geoffrey Graybeal,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Hirabayashi and Lidey,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Fast Company Innovation Festival,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Vital Vio,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Katie Witkin,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
AGW Group,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
The Steps,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Mechanical Turk,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Taaluma Totes,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
DuFour and Heffern,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
David Kelley,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Design School,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Tim Brown,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Top Five,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
How Might We,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Co-Creation Session,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Frame Your Design,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Innovation Flowchart,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Question Ladder,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
IDEO Design Kit,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Centered Design,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Google Ventures Design Sprint,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Design Thinking Mix Tapes,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Six Sigma,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Process Excellence,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
New Balance,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
The Ford,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Kiichiro Toyoda,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Design Thinking for Educators,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Creative Problem-Solving Process,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
Lean Processes Lean,,other,candidate,medium,auto_extraction,chapter-6,,,false,Extracted via terminology_analysis_candidate
elevator pitch,bài pitch ngắn (elevator pitch),other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
entrepreneurial contest,cuộc thi khởi nghiệp,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
iceberg principle,nguyên tắc tảng băng trôi,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
pitch competition,cuộc thi pitch,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
pitch deck,bộ slide pitch,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
problem-solution narrative,câu chuyện vấn đề – giải pháp,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
work-for-hire agreement,thỏa thuận làm thuê (work-for-hire),other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
growth strategy,chiến lược tăng trưởng,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
contractual agreement,thỏa thuận hợp đồng,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
pitch competitions,các cuộc thi pitch,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_known
Clarifying Your Vision,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Goals Portions,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Mark Poepsel,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The Entrepreneurial Perspective,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Sara Minkara,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Middle East,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Vision and Mission Statements,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Mission Statement To,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
American Red Cross,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The American Red Cross,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Link to Learning Check,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Toys Inc,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
March of Dimes,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Sharing Your Entrepreneurial Story,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The One,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Steve Jobs,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Bill Hewlett and David Packard,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The Advantages and Disadvantages of Using,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Developing Pitches for Various Audiences,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Investors You,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Reality Check,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Contests and Competitions,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Key Elements,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Media Innovation and Entrepreneurship,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The Entrepreneurial Marketing and Sales,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The Airbnb,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Protecting Your Idea and Polishing,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Road to GES,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Global Entrepreneurship Summit,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
American Idol,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Collegiate Entrepreneurs,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Plan Competition,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Venture Competition,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The John Deere Company,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
John Deere,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
John Deere Company,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
Anne-Marie Slaughter,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
The Atlantic,,other,candidate,medium,auto_extraction,chapter-7,,,false,Extracted via terminology_analysis_candidate
